S.No,Barcode,Product Name,Quantity,Stock Value,Profit,Profit %,Supplier Name,Category,Sales Rank
12637,57410,VASELINE COMPLETE BODY LOTION 400ML,1.0,441.6,56.87,12.88,AMMAN ENTERPRISES COOM ENTERPRISE,Personal Care - Skin,12637
12638,63309,VASELINE DAILY BRIGHTING-400MLT,1.0,480.0,61.82,12.88,AMMAN ENTERPRISE,Others,12638
12639,62687,YIPPEE NOODLES MOOD MASALA-70GMS,1.0,14.4,1.52,10.56,NANDHINI TRADE,Spices,12639
12640,61882,VASELINE DEEP MOISTURE YELLOW-400MLT,1.0,417.6,34.02,8.15,AMMAN ENTERPRISES COOM ENTERPRISE,Others,12640
12641,63607,BON BON CONT 5PCS,1.0,309.0,105.1,34.01,KARTHEESWARI TRADING Co,Others,12641
12642,54201,BOMBAY DYEING 5D SET,1.0,335.0,114.5,34.18,RB TEX,Others,12642
12643,38481,BOMBAY BOX NO.3,1.0,407.4,116.4,28.57,SHREE AADESHWAR INNOVATION,Others,12643
12644,58686,VASELINE SUN PROTECT-90MLT,1.0,120.0,12.05,10.04,AMMAN ENTERPRISE,Others,12644
12645,54620,BOLT MP STAND,1.0,78.0,25.96,33.28,KARTHEESWARI TRADING Co,Others,12645
12646,2450,777 MADRAS MANGO THOKKU PICKLE 11-200GRS,1.0,84.48,47.82,56.61,MITHRA MARKETING,Others,12646
12647,56293,BODY SPONGE FLOWER BIG,1.0,52.0,18.02,34.65,KARTHEESWARI TRADING Co,Others,12647
12648,64494,BLUE TYGA 4801 FOOT WEARE,1.0,269.1,41.18,15.3,MOONLIGHT,Others,12648
12649,49283,VATIKA COCONUT HAIR OIL NEW FREE PASTE-300MLT,1.0,172.8,22.8,13.19,KAVITHA ENTERPEISES,Staples - Oils,12649
12650,24101,VAZHAIDHANDHU THIRI,1.0,8.0,4.0,50.0,RSM POOJA ITEMS,Others,12650
12651,65223,BLUE TYGA 4602 FOOT WEARE,1.0,255.6,79.6,31.14,MOONLIGHT,Others,12651
12652,11710,777 MADRAS MANGO THOKKU PICKLE-300GMS,1.0,90.24,10.4,11.52,MITHRA MARKETING,Others,12652
12653,18578,BLOUSE STONE STICKER15,1.0,15.0,5.0,33.33,MURUGAN STORES,Others,12653
12654,32527,VCARE BAMBOO CHARCOAL MASK,1.0,38.63,38.63,100.0,ISAI TRADERS,Others,12654
12655,37782,BLINKMAX BEARJUG MED,1.0,139.0,46.57,33.5,KONICA MARKETING,Others,12655
12656,3403,BLEACHING POWDER -100GMS,1.0,8.0,3.0,37.5,UTHRA ENTERPRISES,Others,12656
12657,18882,BLANKET RS3560,1.0,3560.0,1197.5,33.64,BAJAR ITEM,Others,12657
12658,12070,VCARE HERBAL HAIR DYE 2X30GM,1.0,75.84,10.01,13.2,ISAI TRADERS,Health & Nutrition,12658
12659,56431,BLACK VAGARIYA NO 6,1.0,235.0,78.2,33.28,SUNSHINE STEELS,Others,12659
12660,23026,BLACK PEPPER POWDER,1.0,187.2,31.2,16.67,SRI ANNAPOORANI AGENCIES,Spices,12660
12661,14724,BLACK ELLU-100GMS,1.0,32.0,18.0,56.25,BAJAR ITEM,Others,12661
12662,20793,BLACK BOX PLAYING CARD,1.0,298.0,96.4,32.35,KAVERI SPORTS,Others,12662
12663,12217,BLACK MYSORE DHALL 500G,1.0,49.0,8.05,16.43,MURUGAN STORES,Others,12663
12664,23679,777 LEMON RICE PASTE 300G,1.0,132.48,15.54,11.73,MITHRA MARKETING,Staples - Grains,12664
12665,51784,BIRTHDAY THEME SET,1.0,99.0,39.0,39.39,SUN DECORATION CENTRE,Others,12665
12666,35791,BIOTIQUE PAPAYA FACE SCRUB 50 ML,1.0,72.0,9.34,12.97,MEERA AGENCY,Others,12666
12667,60151,BIODET LIQUID SOAP 5L,1.0,665.0,140.0,21.05,BISON CONSUMER PRODUCTS,Personal Care - Soap,12667
12668,47514,VEG WASH SET U-1218,1.0,222.0,74.5,33.56,EVERYDAY HOUSE ITEMS,Others,12668
12669,32909,BIO COMPOSTABLE PAPER CUP 150ML,1.0,189.0,69.0,36.51,BEST MARKETING,Household - Paper,12669
12670,65199,VEGA ATOM OPEN FACE NEW,1.0,798.0,130.5,16.35,ARORA,Stationery,12670
12671,65195,VEGA HELMET EDGE FULL COVER,1.0,898.0,149.5,16.65,ARORA,Others,12671
12672,65197,VEGA VERVER OPEN HELMENT,1.0,1165.0,193.75,16.63,ARORA,Stationery,12672
12673,61168,777 GREEN PEPPER PICKLE,1.0,142.08,17.58,12.37,MITHRA MARKETING,Spices,12673
12674,61906,BINGO TOMATO NADS20,1.0,19.2,4.84,25.21,NANDHINI TRADE,Others,12674
12675,62885,VEGET KNIFE149,1.0,112.0,37.51,33.49,NATIONAL AGENCIES,Others,12675
12676,38080,BINGO LUNCH BOX SMALL,1.0,256.7,42.78,16.67,NARENDRA MARKETING,Others,12676
12677,37145,BINDER CLIPS 19MM32,1.0,32.0,11.35,35.47,MAYUR STATIONERS,Others,12677
12678,32144,VEL BRAND V.I.P 3672,1.0,131.0,43.85,33.47,BAKKIYAM TEXTAILS,Others,12678
12679,29675,BINDER CLIPS 19MM,1.0,62.0,30.8,49.68,MAYUR STATIONERS,Others,12679
12680,11875,BIGEN SPEEDY 882,1.0,527.04,49.66,9.42,ISAI TRADERS,Others,12680
12681,11880,BIGEN BLACK BROWN NO 20,1.0,81.6,7.7,9.44,ISAI TRADERS,Others,12681
12682,45752,BIGEN BEARD OIL HOW,1.0,383.04,36.09,9.42,ISAI TRADERS,Staples - Oils,12682
12683,60048,VENUS 3X SMOOTHNESS,1.0,408.0,35.19,8.62,BHAWAR SALES CORPORATION,Others,12683
12684,39810,BIG DROWER 4,1.0,444.0,142.08,32.0,NARENDRA MARKETING,Others,12684
12685,W11141,BIG BOSS TOILET BRUSH,1.0,64.4,18.4,28.57,SMILE INDIA,Staples - Oils,12685
12686,47583,VENUS SMOTH-349RS,1.0,360.0,83.68,23.24,BHAWAR SALES CORPORATION,Others,12686
12687,31601,VERTEX 4TIER RACK,1.0,730.0,332.81,45.59,KARTHEESWARI TRADING Co,Others,12687
12688,60985,BIBA 700 WB,1.0,142.0,47.5,33.45,NARENDRA MARKETING,Others,12688
12689,49979,BHUVANA TOWELS,1.0,32.0,11.09,34.66,BHUVANESWARI TRADER,Others,12689
12690,W49510,VETTI VER MG -10GRS,1.0,8.0,4.71,58.88,MURUGAN STORES,Others,12690
12691,27767,VGP SCRUBBER,1.0,54.0,22.0,40.74,SMILE INDIA,Others,12691
12692,66354,VIBUTHI PASTE 30GM,1.0,28.0,13.0,46.43,GAYATHRI JEWELLERS,Others,12692
12693,33367,VICCO TURMERIC CREAM-76RS,1.0,96.0,19.91,20.74,SINGESHVARAN,Dairy - Cheese & Butter,12693
12694,23623,YOGA MAT SMALL,1.0,548.0,250.0,45.62,MURUGAN STORES,Others,12694
12695,16162,BETTER HOME SQUARE,1.0,69.0,22.06,31.97,RAJ PLASTICS,Others,12695
12696,52397,BETTER HOME PATLA SMALL,1.0,348.0,104.99,30.17,RAJ PLASTICS,Others,12696
12697,61459,BETTER HOME FRESH 1500 MUG PRINT,1.0,82.43,23.55,28.57,RAJ PLASTICS,Others,12697
12698,16568,BETTER HOME BUCKET RS 153,1.0,153.0,38.0,24.84,BAJAR ITEM,Others,12698
12699,37992,YORK MIRROR,1.0,268.0,118.0,44.03,MEENAAKSHI ENTERPRISES,Others,12699
12700,2914,VICCO VAJRADANTI POWDER-50GMS,1.0,71.04,3.54,4.98,MURUGAN ENTERPRISES,Others,12700
12701,28929,BETTER HOME BUCKET 13L PRINTED,1.0,292.0,56.98,19.51,RAJ PLASTICS,Others,12701
12702,43882,BETTER HOME BUCKET-18,1.0,498.0,235.98,47.39,RAJ PLASTICS,Others,12702
12703,51073,BETTER HOME BASIN NO-34,1.0,179.0,57.55,32.15,RAJ PLASTICS,Others,12703
12704,21087,BETEL NUT PIECES,1.0,22.0,6.25,28.41,RSM POOJA ITEMS,Others,12704
12705,48997,VICKS BABYRUB50ML,1.0,206.4,35.96,17.42,BHAWAR SALES CORPORATION,Baby Care,12705
12706,42523,BERO BOTTOM STAND,1.0,172.0,59.9,34.83,RATAN PLASTICS,Others,12706
12707,58567,BENTLEY BIG,1.0,85.01,24.29,28.57,RAJ PLASTICS,Others,12707
12708,36321,BEN PARKEN FOOTWEAR R655,1.0,655.2,218.4,33.33,BAJAR ITEM,Others,12708
12709,37540,BELT SMALL .20,1.0,20.0,10.83,54.15,BAJAR ITEM,Accessories,12709
12710,19685,BELT RS.68,1.0,68.0,24.34,35.79,RAMDEV BELT HOUSE,Accessories,12710
12711,37523,BELT RS.52,1.0,52.0,18.96,36.46,RAMDEV BELT HOUSE,Accessories,12711
12712,19711,BELT RS.38,1.0,38.0,13.0,34.21,MURUGAN STORES,Accessories,12712
12713,49507,BELT RS.372,1.0,372.0,124.2,33.39,SSCH BELTCAPSOCKS,Accessories,12713
12714,19708,BELT RS.155,1.0,155.0,54.7,35.29,SSCH BELTCAPSOCKS,Accessories,12714
12715,27922,VICKY CORK BALL,1.0,98.0,35.0,35.71,KAVERI SPORTS,Others,12715
12716,32306,VICTOR AIM HIGH BOX,1.0,90.0,15.0,16.67,GR ENTERPRISESS,Others,12716
12717,49509,BELT RS.142,1.0,142.0,46.8,32.96,SSCH BELTCAPSOCKS,Accessories,12717
12718,37516,BELT RS.115,1.0,115.0,38.3,33.3,SSCH BELTCAPSOCKS,Accessories,12718
12719,42962,VICTORY LOBAN-72RS,1.0,65.0,11.01,16.94,DANUSH AGENCIES,Others,12719
12720,36636,VICTOY SAMBRANI AKSHARA,1.0,15.0,4.01,26.73,DANUSH AGENCIES,Others,12720
12721,37531,BELT RS.112,1.0,112.0,39.2,35.0,SSCH BELTCAPSOCKS,Accessories,12721
12722,37536,BELT HEAD RS.80,1.0,80.0,26.9,33.62,SSCH BELTCAPSOCKS,Accessories,12722
12723,64638,BELT HEAD RS.54,1.0,54.0,18.6,34.44,SSCH BELTCAPSOCKS,Accessories,12723
12724,28790,BELLA COTTON COLOUR BUDS,1.0,171.84,11.46,6.67,NIRMAL DISTRIBUTORS,Others,12724
12725,52273,VILKO ENGLISH SCISSOR,1.0,20.0,8.0,40.0,BAJAR ITEM,Others,12725
12726,52271,VILKO SCISSORS 401,1.0,35.0,13.16,37.6,MAYUR STATIONERS,Others,12726
12727,57145,BEIHAOMP SOCKS,1.0,39.0,14.36,36.82,SSCH BELTCAPSOCKS,Others,12727
12728,48325,BEER MUG NEW MODEL KONICA BRND,1.0,132.75,44.25,33.33,KONICA MARKETING,Alcohol,12728
12729,38311,BEE CEE FOOTWARE,1.0,585.0,181.8,31.08,FAIYAZ TRADERS,Others,12729
12730,33849,BEDSHEET 12,1.0,265.0,76.0,28.68,THE GEMINI MAT STORES,Others,12730
12731,22311,BED COVER ZIP 46,1.0,525.0,157.5,30.0,THE GEMINI MAT STORES,Others,12731
12732,32041,BED 36 SIZE,1.0,890.0,290.0,32.58,THE GEMINI MAT STORES,Others,12732
12733,65025,BEAUTY TOOLS68,1.0,68.0,28.0,41.18,MEENAAKSHI ENTERPRISES,Others,12733
12734,65026,BEAUTY TOOLS52,1.0,52.0,22.0,42.31,MEENAAKSHI ENTERPRISES,Others,12734
12735,65023,BEAUTY TOOLS109,1.0,109.2,44.2,40.48,MEENAAKSHI ENTERPRISES,Others,12735
12736,61028,BAYGON MAX LIME,1.0,326.4,28.15,8.62,R.D.S.AGENCY,Others,12736
12737,15053,BAYGON COCKROACH KILLER-625MLT,1.0,326.4,28.15,8.62,R.D.S.AGENCY,Others,12737
12738,67211,VIM BAR RS 49,1.0,47.04,4.79,10.18,AMMAN ENTERPRISE,Others,12738
12739,54181,BATHSPONGES PLAIN 3060 TOWEL,1.0,196.88,65.63,33.34,RB TEX,Others,12739
12740,61313,BATHROOM RACK 3STEP,1.0,759.0,255.0,33.6,EVERYDAY HOUSE ITEMS,Others,12740
12741,61312,BATHROOM RACK 2STEP,1.0,495.0,167.4,33.82,EVERYDAY HOUSE ITEMS,Others,12741
12742,66918,BATH CURTAIN U-1076,1.0,398.25,132.75,33.33,EVERYDAY HOUSE ITEMS,Others,12742
12743,16321,BATH BRUSH WITH HANDLE,1.0,55.0,18.04,32.8,SMILE INDIA,Others,12743
12744,47449,BATH BRUSH U-825,1.0,112.0,37.66,33.62,EVERYDAY HOUSE ITEMS,Others,12744
12745,33130,BATH BELT,1.0,56.0,18.24,32.57,SMILE INDIA,Accessories,12745
12746,45160,BATCHES,1.0,5.0,3.0,60.0,RADHA MARKETING,Others,12746
12747,21832,BASKET CLOTH CLIP,1.0,69.0,24.0,34.78,MURUGAN ENTERPRISES,Others,12747
12748,26981,BASKET CLIP RS.66,1.0,69.0,21.8,31.59,MURUGAN STORES,Others,12748
12749,62167,BASIN BRUSH TRIANGLE 3553,1.0,66.0,21.99,33.32,ROYAL MARKETING,Others,12749
12750,27769,BASIN BRUSH SUNNY,1.0,46.02,15.34,33.33,SMILE INDIA,Others,12750
12751,47452,BASIN BRUSH 8003,1.0,34.0,11.7,34.41,EVERYDAY HOUSE ITEMS,Others,12751
12752,62166,BASIN BRUSH 426,1.0,65.0,22.0,33.85,ROYAL MARKETING,Others,12752
12753,54609,BASIN BRUSH 1103,1.0,21.0,7.01,33.38,ROYAL MARKETING,Others,12753
12754,23095,BASIN 20 PRAKASH,1.0,278.0,87.78,31.58,RATAN PLASTICS,Others,12754
12755,61151,VIMAL LPG GAS STOVE,1.0,675.0,115.0,17.04,BAJAR ITEM,Others,12755
12756,52395,VINTAGE SQUARE BASKET SET,1.0,165.0,51.0,30.91,RAJ PLASTICS,Others,12756
12757,36481,BASIN-20,1.0,275.0,84.43,30.7,RATAN PLASTICS,Others,12757
12758,10293,VIP HAIR COLOUR SHAMPOO 180ML BROWN,1.0,480.0,43.4,9.04,SRI MAHALAKSHMI TRADERS,Personal Care - Hair,12758
12759,45399,BASIN-16,1.0,209.0,60.87,29.12,RAJ PLASTICS,Others,12759
12760,64005,BARNI RUBY PL 750ML,1.0,295.0,87.8,29.76,RAMDEV STEEL CENTRE,Others,12760
12761,64006,BARNI RUBY PL 1000ML,1.0,333.0,103.4,31.05,RAMDEV STEEL CENTRE,Others,12761
12762,64008,BARNI RUBY LSR 750ML,1.0,333.0,103.4,31.05,RAMDEV STEEL CENTRE,Others,12762
12763,48833,VIRGO BASKET 333,1.0,285.0,88.53,31.06,KARTHEESWARI TRADING Co,Others,12763
12764,57090,VISALAM 12 COOKER,1.0,1598.0,284.24,17.79,GANESH METAL INDUSTRIES,Others,12764
12765,49892,VISALAM 5L COOKER,1.0,1059.0,243.64,23.01,GANESH METAL INDUSTRIES,Others,12765
12766,18133,VISALAM ACHU MURUKU,1.0,185.0,43.88,23.72,GANESH METAL INDUSTRIES,Others,12766
12767,65557,YOUVA NOTE BOOK150 PENTAGON,1.0,135.0,22.5,16.67,A.S AGENCIES,Stationery,12767
12768,64007,BARNI RUBY LSR 500ML,1.0,295.0,87.8,29.76,RAMDEV STEEL CENTRE,Others,12768
12769,66514,VISALAM GRAVY POT 2LIT,1.0,719.0,166.84,23.2,GANESH METAL INDUSTRIES,Others,12769
12770,66525,VISALAM I CLASS 3LIT,1.0,1198.0,226.96,18.94,GANESH METAL INDUSTRIES,Others,12770
12771,66519,VISALAM INDU KUZHI PANIKARAM,1.0,648.0,145.12,22.4,GANESH METAL INDUSTRIES,Others,12771
12772,52284,VISALAM INDUCTOIN COOKER 5L,1.0,1148.0,250.88,21.85,GANESH METAL INDUSTRIES,Others,12772
12773,59982,VISALAM KADAI 250MM,1.0,829.0,186.12,22.45,GANESH METAL INDUSTRIES,Others,12773
12774,44918,VISALAM MILK BOILER 1.5LIT,1.0,519.0,119.16,22.96,VISALAM GANESH IMPEX,Dairy - Milk,12774
12775,44917,VISALAM MILK BOILER 1LIT,1.0,325.0,74.12,22.81,GANESH METAL INDUSTRIES,Dairy - Milk,12775
12776,40087,YOUVA NOTE BOOK220 UNRULD,1.0,238.5,52.99,22.22,A.S AGENCIES,Others,12776
12777,44892,VISALAM PRESSUREPAN 6.5L,1.0,1148.0,218.4,19.02,VISALAM GANESH IMPEX,Others,12777
12778,44922,VISALAM PUTTU KUDAM BIG,1.0,465.0,120.04,25.82,BAJAR ITEM,Others,12778
12779,44920,VISALAM PUTTU KUDAM SMALL,1.0,374.0,92.88,24.83,GANESH METAL INDUSTRIES,Others,12779
12780,33407,VISALAM STYLISH GRILL PAN,1.0,598.0,137.68,23.02,GANESH METAL INDUSTRIES,Others,12780
12781,58074,VISALAM V SMART SS GAS STOVE 2B,1.0,1625.0,324.64,19.98,GANESH METAL INDUSTRIES,Others,12781
12782,7539,BANJARAS NATURAL HENNA -30RS,1.0,28.8,4.8,16.67,BAJAR ITEM,Others,12782
12783,11721,777 GARLIC RASAM PAST-300GMS,1.0,132.48,15.54,11.73,MITHRA MARKETING,Others,12783
12784,20208,BANGLE59,1.0,59.0,24.0,40.68,MURUGAN STORES,Others,12784
12785,2459,777 GARLIC PICKLE 11-200GRS,1.0,84.48,47.82,56.61,MITHRA MARKETING,Others,12785
12786,6121,BANGLE GOLD -85RS,1.0,85.0,29.0,34.12,BAJAR ITEM,Others,12786
12787,50854,VIXEN ALPHABET CARTOON GAME,1.0,299.0,69.4,23.21,KAVERI SPORTS,Others,12787
12788,37568,VIXEN CHESS CION SULTAN,1.0,142.0,12.91,9.09,RAJ SPORTS,Others,12788
12789,39860,BANGLE-175RS,1.0,175.0,67.48,38.56,BAJAR ITEM,Others,12789
12790,64592,VIXEN KIDDI BALL SENIER,1.0,248.0,63.2,25.48,KAVERI SPORTS,Others,12790
12791,56471,VIXEN SOFT BALL,1.0,85.0,24.52,28.85,KAVERI SPORTS,Others,12791
12792,63662,VJ LASER BOX NO.3,1.0,66.0,22.32,33.82,BAJAR ITEM,Others,12792
12793,60828,VJ SS TOP NO.5,1.0,149.0,48.2,32.35,BAJAR ITEM,Others,12793
12794,49079,VKC PRIDE 1023 FOOTWEAR,1.0,278.1,42.34,15.22,MOONLIGHT,Others,12794
12795,53457,VKC PRIDE 3202 FOOTWEAR,1.0,305.1,74.1,24.29,MOONLIGHT,Others,12795
12796,53435,VKC PRIDE 8455 FOOTWEAR,1.0,248.4,37.84,15.23,MOONLIGHT,Others,12796
12797,34280,BANANA HAIR CLIP36,1.0,36.0,14.0,38.89,GAYATHRI JEWELLERS,Others,12797
12798,27659,BALOON PUMP,1.0,52.0,24.0,46.15,BAJAR ITEM,Others,12798
12799,62431,VMG 220V LED ROPE LIGHT,1.0,375.0,128.6,34.29,BAJAR ITEM,Others,12799
12800,49824,BALLONS ALL COLOUR,1.0,79.0,28.6,36.2,KRISHNA NOVELTY,Others,12800
12801,66938,VOLINI PAIN RELIEF SPRAY 62G,1.0,239.04,44.04,18.42,BAJAR ITEM,Others,12801
12802,60428,BAJAJ ALMOND OIL 19ML,1.0,9.0,2.7,30.0,BAJAR ITEM,Staples - Oils,12802
12803,62916,BABY WATCH RS.170,1.0,170.0,69.7,41.0,RAINBOW TRADERS,Baby Care,12803
12804,29789,BABY WALKER LR 762,1.0,762.0,272.0,35.7,NOVELTY GIFT PALACE,Baby Care,12804
12805,58859,BABY STAR PLUS NO.2,1.0,238.0,80.08,33.65,DHANLAKSHMI HANDICRAFT,Baby Care,12805
12806,58858,BABY STAR PLUS NO.1,1.0,185.0,65.16,35.22,DHANLAKSHMI HANDICRAFT,Baby Care,12806
12807,8829,VSK-8 SCREW DRIVERS KIT,1.0,120.0,50.0,41.67,BAJAR ITEM,Others,12807
12808,37102,BABY POTTY,1.0,278.0,92.15,33.15,EVERYDAY HOUSE ITEMS,Baby Care,12808
12809,56815,BABY MIRROR BOX BIG,1.0,269.0,75.89,28.21,SUNSHINE STEELS,Baby Care,12809
12810,22031,BABY LIPS COLOR PINK,1.0,200.64,10.64,5.3,AJAY AGENCIES,Baby Care,12810
12811,54683,BABY HANDI NO.3,1.0,158.0,46.0,29.11,RAMDEV STEEL CENTRE,Baby Care,12811
12812,65251,BABY FRUIT PACIFIER,1.0,189.0,76.0,40.21,NOVELTY GIFT PALACE,Baby Care,12812
12813,61179,W.P.BASKET CQ.111,1.0,252.0,85.27,33.84,KARTHEESWARI TRADING Co,Others,12813
12814,54146,YOUVA HQ NOTE BOOK RULED B5,1.0,162.0,27.0,16.67,A.S AGENCIES,Others,12814
12815,33653,WALKARO 13123 FOOTWEAR,1.0,314.1,48.1,15.31,MOONLIGHT,Others,12815
12816,60410,777 DHALL RICE POWDER-100GMS,1.0,69.12,8.26,11.95,MITHRA MARKETING,Staples - Grains,12816
12817,37978,YOUVA MAGNETIC NITE100,1.0,99.0,16.5,16.67,A.S AGENCIES,Others,12817
12818,29452,BABY COPPER BOWL NO 2,1.0,177.0,49.49,27.96,RANJAN SS,Baby Care,12818
12819,33572,WALKARO 1527 FOOTWEAR,1.0,251.1,30.46,12.13,MOONLIGHT,Others,12819
12820,53400,WALKARO 1676 FOOTWEAR,1.0,215.55,40.05,18.58,MOONLIGHT,Others,12820
12821,33570,WALKARO 187 FOOTWEAR,1.0,165.6,39.6,23.91,MOONLIGHT,Others,12821
12822,66195,WALKARO 1967 FOOTWEAR,1.0,269.55,52.05,19.31,MOONLIGHT,Others,12822
12823,51397,BABY BATH MUG,1.0,60.0,20.0,33.33,RAJ PLASTICS,Baby Care,12823
12824,53425,WALKARO 2650 FOOTWEAR,1.0,215.55,18.99,8.81,MOONLIGHT,Others,12824
12825,53309,BABY BARNI PLN 750ML,1.0,298.0,90.8,30.47,RAMDEV STEEL CENTRE,Baby Care,12825
12826,44307,WALKARO 2951 FOOTWEAR,1.0,251.55,48.05,19.1,MOONLIGHT,Others,12826
12827,44300,WALKARO 4509 FOOTWEAR,1.0,485.1,118.1,24.35,MOONLIGHT,Others,12827
12828,66193,WALKARO 50008 FOOTWEAR,1.0,251.1,61.1,24.33,MOONLIGHT,Others,12828
12829,53304,BABY BARNI PLN 500ML,1.0,268.0,83.2,31.04,RAMDEV STEEL CENTRE,Baby Care,12829
12830,53307,BABY BARNI LSR 750ML,1.0,333.0,103.4,31.05,RAMDEV STEEL CENTRE,Baby Care,12830
12831,31984,BABA HARATHI-100GMS,1.0,58.0,13.01,22.43,DANUSH AGENCIES,Others,12831
12832,52738,BAAND SWASTIK 19,1.0,188.16,53.76,28.57,RATAN PLASTICS,Others,12832
12833,34809,B.B.Q STICK U-801,1.0,106.0,35.2,33.21,EVERYDAY HOUSE ITEMS,Others,12833
12834,65234,WALKARO 53026 FOO TWEAR,1.0,242.55,46.55,19.19,MOONLIGHT,Others,12834
12835,26531,777 CURRY LEAF 300G,1.0,132.48,15.54,11.73,MITHRA MARKETING,Others,12835
12836,19917,777 CITRON PICKLE-300GMS,1.0,90.24,10.4,11.52,MITHRA MARKETING,Others,12836
12837,3879,1 TO 3 FRIED RICE MASALA -20GMS,1.0,9.0,2.0,22.22,SRI VELAN TRADERS,Staples - Grains,12837
12838,40252,WALKARO 5319 FOOTWEAR,1.0,269.1,38.1,14.16,MOONLIGHT,Others,12838
12839,60367,WALKARO 5552 FOOTWEAR,1.0,296.1,72.1,24.35,MOONLIGHT,Others,12839
12840,60377,WALKARO 5587 FOOTWEAR,1.0,260.1,39.46,15.17,MOONLIGHT,Others,12840
12841,61828,WALKARO 5589 FOOTWEAR,1.0,296.1,72.1,24.35,MOONLIGHT,Others,12841
12842,65235,WALKARO 5600 FOOTWEAR,1.0,341.1,83.1,24.36,MOONLIGHT,Others,12842
12843,65228,WALKARO 5630 FOOTWEAR,1.0,305.1,74.1,24.29,MOONLIGHT,Others,12843
12844,38148,AYURVEDA SANDAL GLOW SOAP 125GM,1.0,66.24,8.66,13.07,KAVITHA ENTERPEISES,Staples - Pulses,12844
12845,65997,AXE COLOGNE TALC DENIM 300GM,1.0,191.04,16.04,8.4,SANGESHWARA ENTREPRISES,Others,12845
12846,62117,AXE 700 WB,1.0,142.0,47.5,33.45,NARENDRA MARKETING,Others,12846
12847,53478,WALKARO 5788 FOOTWEAR,1.0,287.1,44.06,15.35,MOONLIGHT,Others,12847
12848,53419,WALKARO 638 FOOTWEAR,1.0,278.1,67.6,24.31,MOONLIGHT,Others,12848
12849,60379,WALKARO 686 FOOTWEAR,1.0,197.1,30.22,15.33,MOONLIGHT,Others,12849
12850,8089,AVT SELECT-250GMS,1.0,169.75,10.65,6.27,T.J FOUNDATION,Others,12850
12851,49062,WALKARO 7130 FOOTWEAR,1.0,134.1,32.6,24.31,MOONLIGHT,Others,12851
12852,11711,777 AVAKAYA PICKLE-300GMS,1.0,90.24,10.4,11.52,MITHRA MARKETING,Others,12852
12853,1970,AVT NATURES CUB-250GMS,1.0,232.8,14.62,6.28,T.J FOUNDATION,Others,12853
12854,8077,AVT GOLD CUP-2KGS,1.0,1165.0,60.38,5.18,T.J FOUNDATION,Household - Paper,12854
12855,11707,777 AMLA PICKLE 11-200GMS,1.0,84.48,47.82,56.61,MITHRA MARKETING,Others,12855
12856,66280,AVON ULTA FULL PLATE,1.0,39.38,13.13,33.34,BAJAR ITEM,Household - Paper,12856
12857,40608,AVM CARROM BOARD SMALL,1.0,879.0,207.0,23.55,AVM CARROM BOARD,Others,12857
12858,66190,WALKARO 73001,1.0,188.55,36.55,19.38,MOONLIGHT,Others,12858
12859,64806,AVM CARROM BOARD 31.5,1.0,2589.0,939.0,36.27,AVM CARROM BOARD,Others,12859
12860,9614,6-FLOWER OIL NOURISHIN SHAMPOO-704ML,1.0,1064.64,56.46,5.3,NIRMAL DISTRIBUTORS,Staples - Oils,12860
12861,63679,52 CARRIER,1.0,162.96,54.32,33.33,BAJAR ITEM,Others,12861
12862,60339,WALKARO 7569 FOOTWEAR,1.0,197.1,47.6,24.15,MOONLIGHT,Others,12862
12863,40449,5 STAR RAJGARA FLOUR -500GMS,1.0,159.0,69.75,43.87,RANUJA ENTERPRISES,Staples - Grains,12863
12864,64485,WALKARO 7616 FOOTWEAR,1.0,260.1,63.1,24.26,MOONLIGHT,Others,12864
12865,64497,WALKARO 7621 FOOTWEAR,1.0,233.1,35.42,15.2,MOONLIGHT,Others,12865
12866,43288,AVM BAT NO.3,1.0,309.0,114.0,36.89,AVM CARROM BOARD,Others,12866
12867,61799,WALKARO 7634 FOOTWEAR,1.0,269.1,65.6,24.38,MOONLIGHT,Others,12867
12868,59182,YUEJIN CLOTH CLIPS,1.0,64.0,21.52,33.62,KONICA MARKETING,Others,12868
12869,46156,AVM BAT NO.0,1.0,196.0,71.0,36.22,AVM CARROM BOARD,Others,12869
12870,65855,AVENGER 700 WB,1.0,265.0,77.0,29.06,RAJ PLASTICS,Others,12870
12871,57664,YUMMY LUNCH BOX,1.0,145.0,60.04,41.41,ROYAL MARKETING,Others,12871
12872,63915,AVARAMPOO 100GM,1.0,81.0,18.0,22.22,JK BIO FARM,Others,12872
12873,65341,AUTO FLOW POPULAR FEEDING BOTTLE 250ML,1.0,90.0,23.0,25.56,BAJAR ITEM,Others,12873
12874,56323,WALKARO 7841FOOTWEAR,1.0,233.1,35.42,15.2,MOONLIGHT,Others,12874
12875,64501,WALKARO 7864 FOOTWEAR,1.0,305.1,46.94,15.39,MOONLIGHT,Others,12875
12876,65342,AUTO FLOW POPULAR FEEDING BOTTLE 125ML,1.0,81.0,24.0,29.63,BAJAR ITEM,Others,12876
12877,19213,ATTAR ROLLON SULTAN-6MLT,1.0,69.0,34.0,49.28,GRAZY FOODS,Staples - Grains,12877
12878,63616,ATTACHANI 999,1.0,43.0,14.86,34.56,KARTHEESWARI TRADING Co,Staples - Grains,12878
12879,64500,WALKARO 7927 FOOTWEAR,1.0,350.1,85.1,24.31,MOONLIGHT,Others,12879
