Date:08/23/25,,MURUGAN STORES WHOLESALE SUPERMARKET,,,,,
Fast-moving Stock Report from 08/23/24 to 08/23/25,,,,,,,
S.No,Barcode,Product Name,Quantity,Stock Value,Profit,Profit %,Vendor Name
6866,60237,AMBI PUR 275ML LAV,6,1464.00,257.31,17.58,BHAWAR SALES CORPORATION
6867,22836,KRISHNA BARNYARD MILLET FLOUR-500GMS,6,689.70,145.08,21.04,KRISHNA BHAVAN FOODS AND SWEETS
6868,63803,DISNEY HOOK NO 3 SET 2,6,654.00,190.32,29.10,RAJ PLASTICS
6869,46993,VANISH WHITE-800MLT,6,1526.40,145.98,9.56,CHENNIMALAIAPPA ENTERPRISE
6870,26180,MEIBAO 50MM LOCK,6,390.00,162.00,41.54,BAJAR ITEM
6871,34542,ODONIL R G CITRUS SPICE,6,547.20,72.84,13.31,VINAYAGA&CO
6872,7208,HIMALAYA SHISHU BABY WIPES-72PCS,6,540.00,94.38,17.48,KAVITHA ENTERPEISES
6873,49674,PENCIL KNIFE,6,54.00,27.00,50.00,ROYAL MARKETING
6874,22834,KRISHNA KODO MILLET FLOUR-500GMS,6,594.00,117.12,19.72,KRISHNA BHAVAN FOODS AND SWEETS
6875,8818,PILLSBURY CHAKKI FRESH ATTA-5KGS,6,1902.00,133.53,7.02,SREE LNS ENTERPRISES
6876,7445,YARDLEY GENTLEMAN-100GMS,6,441.60,64.00,14.49,SRI BAALAJI AGENCIES
6877,4278,HIMALAYA APRICOT SCRUB-50GMS,6,489.60,71.90,14.69,KAVITHA ENTERPEISES
6878,65469,PANASONIC LED ACE20W,6,1014.00,414.00,40.83,BAJAR ITEM
6879,2416,HARIMA SOYA MINI CHUNKS-200GMS,6,403.20,67.20,16.67,PRAVEENA AGENCIES
6880,57164,KIDS SOCKS/19,6,114.00,41.16,36.11,SSCH BELT/CAP/SOCKS
6881,57154,KIDS SOCKS/35,6,210.00,75.60,36.00,SSCH BELT/CAP/SOCKS
6882,22723,COCA COLA 300ML,6,234.00,20.54,8.78,AKS GENERAL STORES
6883,42129,BRITANNIA MARIE GOLD 117G,6,115.20,26.16,22.71,BIG BASKET
6884,48113,ROUND CHAIR PUSH 1.25,6,96.00,48.00,50.00,BAJAR ITEM
6885,64328,FOOD COVER U-7010,6,828.00,286.38,34.59,EVERYDAY HOUSE ITEMS
6886,58791,POND'S BRIGHT BEAUTY GEL CREAM,6,627.28,59.34,9.46,AMMAN ENTERPRISE
6887,11124,SPECIAL T-MOP,6,600.00,210.24,35.04,SMILE INDIA
6888,50192,WHISPER-315RS,6,2016.00,173.82,8.62,BHAWAR SALES CORPORATION
6889,45342,SCOTCH BRITE KITCHEN GLOVES M,6,741.00,111.57,15.06,INDRA AGENCIES
6890,46913,BINGO ORIGINAL STYLE CHILLI,6,288.00,105.10,36.49,NANDHINI TRADE CORP
6891,65702,WATER JAR U-1374,6,1152.00,387.36,33.63,EVERYDAY HOUSE ITEMS
6892,59587,SSS POWDER 160GM,6,390.00,150.00,38.46,BISMI SCHOOL NEEDS
6893,6643,PARODONTAX DAILY FLUORIDE -75GMS,6,720.00,93.85,13.03,N.K.AHAMMED
6894,31744,SS SEV SANCHA NO.9,6,2070.00,618.48,29.88,SUNSHINE STEELS
6895,47678,EYETEX DIVYAA KUMKUM MAROON,6,114.00,30.00,26.32,ISAI  TRADERS
6896,13642,ENGAGE SPRAY 120ML,6,1074.00,354.00,32.96,BAJAR ITEM
6897,49258,SANI FRESH-216RS,6,1382.40,245.70,17.77,VINAYAGA&CO
6898,62070,ORAL B CC CHARCOL-70RS,6,378.00,95.16,25.17,BHAWAR SALES CORPORATION
6899,21358,3*6 BED MAT,6,4840.00,1530.00,31.61,THE GEMINI MAT STORES
6900,38981,SILICAN BRUSH,6,340.00,151.20,44.47,KONICA MARKETING
6901,18780,KING SCRUBBER 10PCS,6,150.00,54.00,36.00,ROYAL MARKETING
6902,50829,JB PEANUT HING JEERA,6,432.00,64.56,14.94,S.V.S.AGENCY
6903,61600,MAJITO GLASS,6,198.00,68.16,34.42,BHARAT AGENCY
6904,60436,TIARA MED W LID,6,1608.00,538.92,33.51,KARTHEESWARI TRADING CO
6905,55751,LAL MYSORE PAK 200G,6,752.88,68.46,9.09,S.V.S.AGENCY
6906,3088,HIMALAYA REFRESHING BABY SOAP-125GMS,6,576.00,126.00,21.88,KAVITHA ENTERPEISES
6907,14460,PLASTIC ROSE PIN-1PAC,6,108.00,33.00,30.56,GAYATHRI JEWELLERS
6908,9454,GILLETE SERIES SHAVE GEL 49 RS,6,282.24,19.74,6.99,BHAWAR SALES CORPORATION
6909,50596,JB TANDOORI PEANUT,6,432.00,64.56,14.94,S.V.S.AGENCY
6910,66023,CAMLIN SCHOLAR DRAFT BOX,6,540.00,120.00,22.22,VIJAY ENTERPRISES
6911,18397,AASHIRVAAD SELECT ATTA 5KG,6,2310.00,281.82,12.20,NANDHINI TRADE
6912,53826,COLOURING BOOK/120,6,588.00,228.00,38.78,BISMI SCHOOL NEEDS
6913,55244,MYSORE SANDAL'S HERBAL CARE,6,172.80,9.18,5.31,SAANVIHA ENTERPRISES
6914,57586,CLOTH 4 PCS (U-609),6,561.00,194.61,34.69,EVERYDAY HOUSE ITEMS
6915,61260,PHOTO FRAME 10*10 SPARKLE,6,792.00,372.00,46.97,SRI SAI GIFT
6916,21783,WEIKFIELD PASTA CREAMY MUSHROOM-77GMS,6,230.40,28.74,12.47,KARTHIK AGENCY
6917,58326,LAL MOTICHUR LADDOO,6,720.00,103.98,14.44,S.V.S.AGENCY
6918,55752,LAL KAJU KATLI 200G,6,1382.40,205.44,14.86,S.V.S.AGENCY
6919,23155,SUPER 225 PRAKASH BUCKET,6,474.00,148.32,31.29,RATAN PLASTICS
6920,39709,MAYOORA LITTLE MILLET 500G,6,547.20,119.70,21.88,DANUSH AGENCIES
6921,13177,PAPER PLATES NO 8,6,504.00,204.00,40.48,BEST MARKETING
6922,1332,FLAIR CEO INK-1PCS,6,270.00,45.00,16.67,A.S AGENCIES
6923,31746,SS SEV SANCHA NO.10,6,2094.00,602.16,28.76,SUNSHINE STEELS
6924,66285,RAJ JAR NO.48,6,276.00,93.30,33.80,BAJAR ITEM
6925,63267,GILLETE MACH3 TURBO 8PCS,6,8058.24,748.10,9.28,BHAWAR SALES CORPORATION
6926,21142,ALL IN ONE UNIVERSAL TRAVEL ADAPTER,6,1960.00,953.60,48.65,BAJAR ITEM
6927,38242,ALU MIRROR 9*6,6,564.00,264.00,46.81,IMAYAM CRAFT WORKS
6928,66631,WHISPER-260RS,6,1482.00,113.58,7.66,BHAWAR SALES CORPORATION
6929,11779,GENTLE BODY WASH-100MLT,6,662.40,144.90,21.88,KAVITHA ENTERPEISES
6930,13318,DOMS FRAGRANCE ERASER,6,27.00,6.00,22.22,MR BOOK  STORE
6931,13754,CLIP BOARD,6,624.00,241.68,38.73,EVERYDAY HOUSE ITEMS
6932,31770,DOMS SUPER DARK PENCILS,6,270.00,66.00,24.44,STAR STATIONERIES
6933,65563,MAPRO MANGO CRUSH 330ML,6,570.00,69.36,12.17,PRAVEENA AGENCIES
6934,51355,WOOD MUKALI BIG,6,1254.00,447.60,35.69,PARAMESHWARAN
6935,55753,LAL DHARWAD PEDA 200G,6,752.88,68.46,9.09,S.V.S.AGENCY
6936,38232,TIDE DOUBLE POWER LEMON & MINT 2KG,6,1555.20,77.70,5.00,BHAWAR SALES CORPORATION
6937,62443,PM VIP NICE TOWEL 30*60,6,594.00,203.40,34.24,BAKKIYAM TEXTAILS
6938,39990,LOREAL MOISTURE FILLING SHAMPOO-180MLT,6,1319.04,48.66,3.69,AJAY AGENCIES
6939,63674,SS LUNCH BOX NO.5,6,473.76,157.92,33.33,BAJAR ITEM
6940,65782,ORAL B NEW-30RS,6,162.00,34.56,21.33,BHAWAR SALES CORPORATION
6941,48745,IDLY CHILLI POWDER DARLING 50GMS,6,131.10,48.30,36.84,DARLING SPICES&FOODS
6942,61126,GILLETE VEC 4P,6,1008.00,90.00,8.93,BHAWAR SALES CORPORATION
6943,50053,BRUSH U-022,6,901.00,359.38,39.89,EVERYDAY HOUSE ITEMS
6944,63583,SUNSEAST YIPPEE PASTA SCORE,6,188.70,11.28,5.98,NANDHINI TRADE
6945,45421,LOREAL HM  SHAMPOO-71MLT,6,743.04,39.42,5.31,AJAY AGENCIES
6946,62149,AGAL VILAKKU NO.9,6,150.00,78.00,52.00,RSM POOJA ITEMS
6947,61466,SQ GLASS GALAXY,6,1134.00,327.60,28.89,RANJAN SS
6948,60089,LAL BESAN LADDOO 200GMS,6,864.00,130.68,15.13,S.V.S.AGENCY
6949,53658,BAJAJ HAIR OIL-25MLT,6,57.60,5.46,9.48,R R AGENCIES
6950,62325,ORAL B NEW-85RS,6,459.00,115.62,25.19,BHAWAR SALES CORPORATION
6951,65338,DENVER/11,6,57.60,6.00,10.42,BAJAR ITEM
6952,27657,BAMBARAM,6,168.00,73.92,44.00,BISMI SCHOOL NEEDS
6953,54470,PENCIL SHARPNER 2IN1,6,125.00,55.00,44.00,BISMI SCHOOL NEEDS
6954,65787,AJANTHA BETELNUT PIECES 40GM,6,540.00,149.94,27.77,VIJAYALAKSHMI ENTERPRISES
6955,60054,"ENO 3 IN 1 (J,A,K N)",6,57.60,14.10,24.48,MAHALAKSHMI DISTRIBUTORS
6956,57572,TIDE MATIC FRONTLOAD 3.2L,6,3389.40,503.86,14.87,BHAWAR SALES CORPORATION
6957,11563,OIL CLEAR LEMON FACE WASH-100MLT,6,883.20,190.32,21.55,KAVITHA ENTERPEISES
6958,48950,SUNFLOWER NO.2200,6,540.00,180.00,33.33,ROYAL MARKETING
6959,56450,MAXWIN WRITING PAD SP 34,6,432.00,120.12,27.81,MAYUR STATIONERS
6960,63686,PREMIER METALIC 10*12,6,162.00,54.00,33.33,BRUNCH FOOD AND BEVERAGES
6961,63464,FILE U-1446,6,390.00,135.12,34.65,EVERYDAY HOUSE ITEMS
6962,32156,ZIG ZAG SCISSOR NEW MODEL PLASTIC,6,210.80,90.80,43.07,BISMI SCHOOL NEEDS
6963,10500,DOUBLE HORSE RICE PALADA PAYASAM MIX 300G,6,547.20,78.53,14.35,T.J.MARKETING
6964,64531,TIDE POWER LVA,6,1641.60,58.26,3.55,BHAWAR SALES CORPORATION
6965,63508,FILE U-1447,6,240.00,80.70,33.63,EVERYDAY HOUSE ITEMS
6966,40480,MAPPILLAI SAMBA RICE 500 GM,6,432.00,72.00,16.67,DANUSH AGENCIES
6967,59522,FLIP TWISTER 3.5H,6,1587.60,453.60,28.57,PUPPY PLASTICS
6968,43896,DELITE SMALL,6,312.00,91.26,29.25,RAJ PLASTICS
6969,62735,HOOK U-319,6,480.00,161.40,33.63,EVERYDAY HOUSE ITEMS
6970,1205,JOHNSONS BABY SHAMPOO-100MLT,6,691.20,107.82,15.60,N.K.AHAMMED
6971,14003,MODERN MALABAR PAROTA-350GMS,6,474.00,66.00,13.92,G.V. AGENCY
6972,50647,MORE CHOMBU NO.2,6,948.00,276.00,29.11,RAMDEV STEEL CENTRE
6973,1214,JOHNSONS BABY SOAP-100GMS,6,497.28,23.59,4.74,N.K.AHAMMED
6974,1206,JOHNSONS BABY SOAP-150GMS,6,777.60,54.36,6.99,N.K.AHAMMED
6975,65042,SUNFEAT MOM'S MAGIC MEGA FAMILY PACK-934GMS,6,1670.40,901.18,53.95,NANDHINI TRADE
6976,52747,JOHNUSONS BABY POWDER 50G,6,374.40,93.72,25.03,N.K.AHAMMED
6977,11628,WHITE GLUE 100 GMS,6,270.00,45.00,16.67,VIJAY ENTERPRISES
6978,10661,MONTAVO AMAZON SERVING EX SMALL 1 SPOON,6,519.12,148.32,28.57,MAHALAKSHMI TRADERS
6979,12835,MILKY MIST TABLE BUTTER SALTED-500GMS,6,2075.00,179.20,8.64,CHENNIMALAI AGENCIES
6980,66239,SANIFRESH BATHROOM CLEANER RS - 120 -900MLT,6,691.20,41.58,6.02,VINAYAGA&CO
6981,63928,MUDAKATHAN RICE PASTE,6,756.00,168.00,22.22,JK BIO FARM
6982,4693,AACHI CUT MANGO PICKLE -300GMS,6,604.80,100.92,16.69,VIGNAVEL LOGISTICS
6983,43482,FLORA 300/LID PRAKASH,6,396.00,112.80,28.48,RATAN PLASTICS
6984,49888,KISSAN TOMATO NONG,6,751.38,83.76,11.15,AMMAN ENTERPRISE
6985,64683,PENTEL ENTERGEL CLICK 0.7 BLK,6,243.00,53.94,22.20,SRI KAMATCHI ENTERPRISES
6986,64034,RM SPL PURI BOX NO.9,6,1032.00,299.52,29.02,RAMDEV STEEL CENTRE
6987,43015,CLASSMATE  NOTE BOOK 160PAGES,6,334.80,72.57,21.68,GR ENTERPRISESS
6988,64033,RM SPL PURI BOX NO.8,6,858.00,246.48,28.73,RAMDEV STEEL CENTRE
6989,61407,TRAY 4000 RANDOM,6,708.00,204.00,28.81,RATAN PLASTICS
6990,2405,PINEAPPLE ESSENSE -20MLT,6,230.40,38.46,16.69,PRAVEENA AGENCIES
6991,1743,WOOD WARDS GRIPE WATER-130MLT,6,349.98,61.98,17.71,SANGESHWARA ENTREPRISES
6992,66927,HOOK U-290,6,573.48,191.16,33.33,EVERYDAY HOUSE ITEMS
6993,59143,HAMAM  TURMERIC SCRUB SOAP 3 PACK-150GMS,6,1267.20,45.00,3.55,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
6994,66665,TIGAR GOLD VANAL NO.2,6,2514.00,753.36,29.97,SRI NARAYANA METAL INDUSTRIES
6995,64685,PENTEL ENTERGEL CLICK 0.7 BLUE,6,243.00,53.94,22.20,SRI KAMATCHI ENTERPRISES
6996,15983,DABUR VATIKA HAIR OIL 90ML,6,249.60,34.08,13.65,VINAYAGA&CO
6997,66332,SUN PLATE MED,6,1134.00,327.60,28.89,SUNSHINE STEELS
6998,16010,KITCHEN BASKET SMALL,6,1104.00,364.32,33.00,RAJ PLASTICS
6999,15863,AACHI MANGO AVAKKAI PICKLE-375GMS,6,598.50,94.62,15.81,VIGNAVEL LOGISTICS
7000,37018,MILKY TIK TIK CLIP -42RS,6,252.00,126.00,50.00,GAYATHRI JEWELLERS
7001,1694,MTR BADAM DRINK MIX-500GMS,6,1606.20,90.79,5.65,T.J.MARKETING
7002,34282,BANANA HAIR CLIP-22RS,6,132.00,51.36,38.91,GAYATHRI JEWELLERS
7003,57932,PENTEL ENTERGEL GREEN,6,216.00,48.00,22.22,SRI KAMATCHI ENTERPRISES
7004,37003,BANANA HAIR CLIP/15,6,90.00,39.60,44.00,GAYATHRI JEWELLERS
7005,64287,GILLETE FUSION 5 2PCS POWER,6,4026.24,281.58,6.99,BHAWAR SALES CORPORATION
7006,58781,AMBI PUR CAR  FRESH LEMON,6,1794.00,624.90,34.83,BHAWAR SALES CORPORATION
7007,63515,SCRUB WITH HANDLE,6,174.00,59.28,34.07,EVERYDAY HOUSE ITEMS
7008,47847,BORO PLUS ICE COOL,6,806.40,116.40,14.43,BAJAR ITEM
7009,10454,NIVEA SOFT CREAM-100MLT,6,1440.00,391.08,27.16,AURO MIRA MEDI AIDS
7010,51940,PUREX DISWASH GEL 1+1,6,1031.04,279.28,27.09,AURA FMCG INDUSTRIES PVT LTD....
7011,20204,BANGLE RS 98,6,588.00,228.00,38.78,BAJAR ITEM
7012,59908,DOVE HAIR FALL RESCUE SHAMPOO -340MLT,6,2470.08,733.68,29.70,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
7013,59913,DOVE INTENSE REPAIR SHAMPOO 340ML-340MLT,6,2468.16,742.65,30.09,AMMAN ENTERPRISE
7014,17157,MICROWARE SAFE BOWL,6,144.00,44.70,31.04,RAJ PLASTICS
7015,14725,ANTISLIP MAT,6,756.00,306.00,40.48,SMILE INDIA
7016,11587,CAMLIN BRUSH PEN 6 SHADES,6,621.00,138.00,22.22,VIJAY ENTERPRISES
7017,37421,ALU ROUND CAKE MOULD NO.6,6,810.00,272.40,33.63,P.R.T.&CO
7018,67169,GODREJ SELFIE SHAMPOO HAIR COLOUR,6,86.40,6.72,7.78,IRAIVI ENTERPRISES
7019,2892,SUGAR FREE GOLD -300PCS,6,1267.20,110.76,8.74,T.J.MARKETING
7020,12573,STAYFREE DRY-MAX XL 28PADS,6,2220.00,282.50,12.73,N.K.AHAMMED
7021,60474,FLAIR HYDRA GEL PEN,6,189.00,69.00,36.51,STAR STATIONERIES
7022,52247,PENTEL IZEE 4IN1,6,216.00,48.06,22.25,SRI KAMATCHI ENTERPRISES
7023,63506,WINDOW WIPE U-9018,6,240.00,80.70,33.63,EVERYDAY HOUSE ITEMS
7024,6197,VIVA FROM HORLICKS-500GMS,6,1612.80,57.24,3.55,AMMAN ENTERPRISE
7025,61408,TRAY 900 RANDOM,6,156.00,47.70,30.58,RATAN PLASTICS
7026,13413,PREMIER TAPE,6,39.00,21.24,54.46,STAR STATIONERIES
7027,47146,IDLY RICE IR-20 26KG MG,6,8940.00,1560.00,17.45,SAKTHI ENTERPRICES
7028,52630,SENSODYNE 2+1 BRUSH,6,1267.20,484.98,38.27,NAVARATHAN ENTERPRISE
7029,61913,V CARE WINE FACE WASH,6,1175.04,155.10,13.20,ISAI  TRADERS
7030,65803,CITICAL CALCULATOR-991MS,6,4110.00,1185.96,28.86,MAYUR STATIONERS
7031,17705,RAIN COAT DOLPHIN,6,2334.00,948.00,40.62,SHIV SHAKTHI BELT HOUSE
7032,42660,GLITTER NOTE 884,6,384.00,128.64,33.50,MAYUR STATIONERS
7033,65280,KITCHEN TOOLS/125,6,750.00,246.00,32.80,BAJAR ITEM
7034,61694,BIRTHDAY SASH,6,210.00,102.00,48.57,SUN DECORATION CENTRE
7035,65213,CINTHOL FOAM BODY WASH BLUE,6,684.00,184.02,26.90,IRAIVI ENTERPRISES
7036,908,AACHI MIXED VEG PICKLE -50GMS,6,57.60,9.54,16.56,AV CUBE LOGISTIC
7037,9575,DREAM LENTHS RESTORING SHAMPOO,6,570.24,30.24,5.30,AJAY AGENCIES
7038,24399,CHRISTMAS DECORATION LIGHT,6,1290.00,440.40,34.14,SUN DECORATION CENTRE
7039,66494,TINA 333 3PCS SET,6,834.00,254.34,30.50,RAJ PLASTICS
7040,66495,TINA 555,6,672.00,224.88,33.46,RAJ PLASTICS
7041,37020,HAIR CLIP DOUBLESHADE/28,6,168.00,78.00,46.43,GAYATHRI JEWELLERS
7042,62986,EVERGREEN PLANTER LID 222,6,114.00,36.78,32.26,RAJ PLASTICS
7043,45710,SENSODYNE COMPLETE +,6,1238.40,116.64,9.42,NAVARATHAN ENTERPRISE
7044,39564,SUN COFFEE FILTER NO.1,6,2088.00,609.60,29.20,SUNSHINE STEELS
7045,9346,ARROWROOT POWDER-50GMS,6,432.00,72.00,16.67,PRAVEENA AGENCIES
7046,66300,PARLE POPPINS FRUIT CANDIES,6,11.52,1.56,13.54,A SQUARE MARKETING
7047,10357,CAMLIN 24*18 CM NOTE,6,297.00,81.96,27.60,LOTUS MARKETING AGENCY
7048,1438,UHAYAKRISHNA JAR-1KLR,6,5702.40,950.40,16.67,P.R.ENTERPRISES
7049,19270,SIGMA STOOL,6,1110.00,357.72,32.23,RATAN PLASTICS
7050,55049,ZOOX E7 GEL ROLLER,6,270.00,22.20,8.22,C.M.ENTERPRISES
7051,9343,SUGAR FREE GOLD 200 SPOONS,6,950.40,83.04,8.74,T.J.MARKETING
7052,36372,GLITTER TAP SET,6,548.00,189.28,34.54,MAYUR STATIONERS
7053,2911,VICCO TURMERIC SKIN CREAM -30GMS,6,849.60,44.07,5.19,MURUGAN ENTERPRISES
7054,13448,HAIR CLIP 25,6,150.00,69.36,46.24,GAYATHRI JEWELLERS
7055,62199,WHISPER XL 280MM-350RS,6,1890.00,248.02,13.12,BHAWAR SALES CORPORATION
7056,1686,MTR VERMICELLI PAYASAM -100GMS,6,345.60,33.96,9.83,T.J.MARKETING
7057,2463,777 LIME PICKLE -50GRS,6,57.60,9.60,16.67,MITHRA MARKETING
7058,52283,VISALAM INDUCTION TAWA 285MM,6,3828.00,945.12,24.69,GANESH METAL INDUSTRIES
7059,14754,CHINGS SCHEZWAN CHUTNEY-145GMS,6,259.20,56.88,21.94,SRI VIGNESHWAR AGENCIES
7060,65974,JSK TIFFANY SMALL,6,177.72,50.76,28.56,RAJ PLASTICS
7061,11930,CHINGS SCHEZWAN 60G,6,115.20,25.26,21.93,SRI VIGNESHWAR AGENCIES
7062,47552,SUNDROP PEANUT BUTTER CRUNCHY-350GMS,6,570.24,39.24,6.88,SRISAA ENTERPRISE
7063,10670,MONTAVO AMAZON GRAVY LADLE N02,6,619.92,177.12,28.57,MAHALAKSHMI TRADERS
7064,33240,DRUM LAUNDARY BAG SMALL,6,1347.00,426.60,31.67,SMILE INDIA
7065,62113,MILTON THERMOSTEEL 350,6,3888.00,863.88,22.22,NARENDRA MARKETING
7066,11946,CHINGS RED CHILLI SAUCE-200GMS,6,345.60,51.72,14.97,SRI SAKTHI AGENCIES
7067,7981,KRISHNA DRUMSTICK LEAF RICE POWDER-100GMS,6,534.60,118.80,22.22,KRISHNA BHAVAN FOODS AND SWEETS
7068,7572,LIZOL DIS KITCHEN CLEANER-450MLT,6,1152.00,75.68,6.57,CHENNIMALAIAPPA ENTERPRISE
7069,60882,TRESEMME 85ML LAMELLAR GLOSS,6,720.00,140.46,19.51,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
7070,47387,JUICE STAINER NO7,6,1358.00,466.25,34.33,KARTHEESWARI TRADING CO
7071,54738,JUICE STAINER NO8,6,1538.00,513.20,33.37,KARTHEESWARI TRADING CO
7072,66228,ARROW SUPER 40MM,6,288.00,120.00,41.67,BAJAR ITEM
7073,60874,ARROW NEW TEL BRASS 50MM,6,756.00,306.00,40.48,BAJAR ITEM
7074,11915,LIZARD REPELLENT 100ML,6,1382.46,182.41,13.19,KARTHIK AGENCY
7075,60867,HITEL POWER 65MM,6,870.00,360.00,41.38,BAJAR ITEM
7076,11926,CHINGS HOT GARLIC NOODLES-240GMS,6,460.80,101.10,21.94,SRI VIGNESHWAR AGENCIES
7077,35502,GALA HEXA BIG PLUNGER,6,571.15,163.15,28.57,SG MARKETING
7078,63224,DARK FANTASY BOURBON-465GRS,6,921.60,488.27,52.98,NANDHINI TRADE
7079,23526,PUNAL SMALL,6,30.00,15.84,52.80,PARAMESHWARAN
7080,9341,BASIL SEEDS(SABJA)-100GMS,6,576.00,96.00,16.67,PRAVEENA AGENCIES
7081,34120,GLOBE 50MM PADLOCK,6,756.00,306.00,40.48,BAJAR ITEM
7082,59520,FLIP TWISTER 2.5H,6,1486.86,424.86,28.57,PUPPY PLASTICS
7083,60862,VEET PURE SMOTHNESS ALOE ROSE-30GMS,6,627.84,57.06,9.09,CHENNIMALAIAPPA ENTERPRISE
7084,67064,WASHING BRUSH 6389,6,459.00,153.00,33.33,ROYAL MARKETING
7085,45395,BASIN-12,6,642.00,194.88,30.36,RAJ PLASTICS
7086,54621,DUNE BASKET-222 WITH LID,6,852.00,291.24,34.18,KARTHEESWARI TRADING CO
7087,59713,POTTU KADAI NO.15,6,2244.00,642.00,28.61,SRI NARAYANA METAL INDUSTRIES
7088,60257,DUNE BASKET 444,6,1050.00,349.06,33.24,KARTHEESWARI TRADING CO
7089,10647,MONTAVO DIVIN TEA SPOON 6PCS SET,6,1159.20,331.20,28.57,MAHALAKSHMI TRADERS
7090,39416,MY BENTO TUBLER 490ML,6,1144.14,326.94,28.58,PUPPY PLASTICS
7091,17487,NIVEA WHITENING DEODRANT 25ML,6,662.40,204.48,30.87,AURO MIRA MEDI AIDS
7092,6770,NIVEA WHITENING SENSITIVE-50MLT,6,1434.24,493.34,34.40,AURO MIRA MEDI AIDS
7093,58459,CYCLE PUSHKARINI-55RS,6,316.80,66.78,21.08,AP MILK SELLER
7094,8955,PLASTOBAG GARBAGE BAGS M,6,354.00,150.00,42.37,BEST MARKETING
7095,63559,LIRIL BRUSH,6,408.00,140.40,34.41,KARTHEESWARI TRADING CO
7096,65108,KULI KADAI NO.7,6,1152.00,341.88,29.68,PUPPY PLASTICS
7097,49478,K.AARTHI NO.4,6,588.00,228.00,38.78,BAJAR ITEM
7098,65832,CHINA MAT 5D SQUARE,6,828.00,276.00,33.33,ROYAL MARKETING
7099,66364,BASIN 220 PRAKASH,6,2112.00,611.94,28.97,RATAN PLASTICS
7100,65778,CYCLE PUSHKARINI-20RS,6,115.20,15.18,13.18,AP MILK SELLER
7101,50872,COMPLAN MILK PROTEIN [RCF]-200GMS,6,1434.24,77.34,5.39,T.J.MARKETING
7102,66471,APPLE MP BASKET,6,882.00,295.80,33.54,KARTHEESWARI TRADING CO
7103,34287,HAIR CLIP-59RS,6,354.00,174.00,49.15,GAYATHRI JEWELLERS
7104,3326,K.P.NAMBOODIRI'S HERBAL TOOTHPASTE TWIN PACK-300GMS,6,1034.88,113.55,10.97,S.V.S.AGENCY
7105,3330,K.P.NAMBOODIRI'S TOOTH CARE POWDER -40GMS,6,201.60,22.20,11.01,S.V.S.AGENCY
7106,65162,HOTSTAR DOOR RING,6,2308.00,762.40,33.03,BAKKIYAM TEXTAILS
7107,2991,EVEREST SHAHI BIRYANI MASALA-50GMS,6,478.08,59.46,12.44,D.K.ENTERPRISES
7108,63471,CHINA CHOPPER U-1075,6,348.00,124.98,35.91,EVERYDAY HOUSE ITEMS
7109,52703,CAMEL PLASTIC CRYONS,6,324.00,72.00,22.22,VIJAY ENTERPRISES
7110,55989,FLAIR ZAP GEL PEN BLACK,6,189.00,75.00,39.68,STAR STATIONERIES
7111,14760,SUNDROP ALMOND CHOCOLATEY SPREAD-350GMS,6,1728.00,388.74,22.50,SRISAA ENTERPRISE
7112,44365,RHYTHM AMBER RS 55,6,316.80,66.78,21.08,SRI RAM TRADERS
7113,55711,MINI HAIR DYE BRUSH,6,84.00,36.96,44.00,MEENAAKSHI ENTERPRISES
7114,45620,CHINA CHIPSER BIG,6,372.00,130.08,34.97,P.R.T.&CO
7115,27333,GARNIER BIGHT COMPLETE,6,1722.24,91.38,5.31,AJAY AGENCIES
7116,55133,MAGIC SANDALWOOD 750ML,6,340.20,154.20,45.33,AURA FMCG INDUSTRIES PVT LTD....
7117,35258,SUN VADITHATTU N0.8.5,6,524.00,148.80,28.40,SUNSHINE STEELS
7118,14650,MORISONS DESIGNER FEEDING BOTTLE 125ML,6,691.20,110.35,15.96,ISAI  TRADERS
7119,59240,DURGA GRAM POWDER,6,114.00,42.00,36.84,RSM POOJA ITEMS
7120,2066,LIPTON GREEN TEA TULSI NATURA-25PCS,6,1023.35,148.82,14.54,AMMAN ENTERPRISE
7121,15443,ENVELOPE COVER BIG,6,504.00,168.00,33.33,STAR STATIONERIES
7122,35254,SUN VADITHATTU N0.6.5,6,312.00,90.88,29.13,SUNSHINE STEELS
7123,43644,NIPPO BATTERY AA,6,72.00,26.40,36.67,VEEJAY ENTERPRISES
7124,8111,MTR IDLY/DOSA CHUTNEY-100GMS,6,458.40,42.78,9.33,T.J.MARKETING
7125,35065,KRISHNA THANJAI POTTU PODI,6,408.96,89.58,21.90,KRISHNA BHAVAN FOODS AND SWEETS
7126,65848,OSSCAR 900 WB,6,1614.00,462.00,28.62,RAJ PLASTICS
7127,62168,BASIN BRUSH SLIM 3566 SLIM,6,330.00,114.00,34.55,ROYAL MARKETING
7128,4110,LIPSTICK,6,168.00,61.80,36.79,NEW DEV TRADERS
7129,62815,SS DOUBLE WALL MUG MEDI,6,1008.00,336.00,33.33,SUNSHINE STEELS
7130,7951,POWERONE BATTER AAA,6,208.00,56.00,26.92,SWASTIC AGENCIES
7131,58404,STREAX INSTA MINI SHAMPOO,6,86.40,6.06,7.01,SRI GURU ENTERPRISES
7132,18349,NEEDLE TOOL,6,166.00,70.40,42.41,BAJAR ITEM
