Date:08/23/25,,MURUGAN STORES WHOLESALE SUPERMARKET,,,,,
Fast-moving Stock Report from 08/23/24 to 08/23/25,,,,,,,
S.No,Barcode,Product Name,Quantity,Stock Value,Profit,Profit %,Vendor Name
1735,4863,SOFTOUCH FABRIC CODITIONER-20RS,41,984.00,35.26,3.58,ARCHANA TRADING
1736,60765,DABUR HONEY-250GRS,41,4920.00,704.56,14.32,VINAYAGA&CO
1737,49270,SHAHI CHIPS ZEERA PHAEEI,40,1728.00,378.00,21.88,S.V.S.AGENCY
1738,48998,NANNARI SHARBATH-700MLT,40,6912.00,992.00,14.35,MITHRA MARKETING
1739,61129,GILLETE GUARD 8P,40,3225.60,501.98,15.56,BHAWAR SALES CORPORATION
1740,63388,VIM 900ML,40,7669.20,652.80,8.51,AMMAN ENTERPRISE
1741,55813,PEPSODENT SENSTIVE-55RS,40,2203.20,660.71,29.99,AMMAN ENTERPRISE
1742,66820,HORLICKS MILKSHAKE,40,760.00,131.39,17.29,AMMAN ENTERPRISE
1743,578,GOPURAM TURMERIC POWDER TIN-50GMS,40,1560.00,560.00,35.90,RSM POOJA ITEMS
1744,6564,GODREJ AER SPRAY VIOLET BLOOM -149RS,40,3800.00,500.00,13.16,IRAIVI ENTERPRISES
1745,22508,MIX DRY FRUITS 250G,40,9920.00,3410.00,34.38,RANUJA ENTERPRISES
1746,66602,BINGO RS.10,40,384.00,36.40,9.48,NANDHINI TRADE CORP
1747,35492,RENOLDS TRIMAX-25RS,40,900.00,150.00,16.67,A.S AGENCIES
1748,2002,LION DESEEDED DATES-500GMS,40,5922.24,825.97,13.95,KESHAR AGENCY
1749,29527,MUG 1000 D3,40,760.00,238.40,31.37,RATAN PLASTICS
1750,4093,HAIR BAND -25RS,40,1000.00,462.40,46.24,GAYATHRI JEWELLERS
1751,58410,SS WATER BOTTLE MTC 104,40,7200.00,2400.00,33.33,ROYAL MARKETING
1752,7889,KRISHNA SPROUTED ROASTED RAGI FLOUR-500GMS,40,3610.00,760.00,21.05,KRISHNA BHAVAN FOODS AND SWEETS
1753,52895,COSMO GLASS 300ML,40,1198.00,419.20,34.99,NARENDRA MARKETING
1754,39192,POONOL,40,400.00,320.00,80.00,BAJAR ITEM
1755,106,GOOD KNIGHT POWER ACTIVE+ TWIN SAVER PACK,40,6336.00,572.00,9.03,IRAIVI ENTERPRISES
1756,66264,"MYWARE CROI SUPREMO THALI 12""",40,3040.00,1053.40,34.65,BAJAR ITEM
1757,66679,LUX RADIANT GLOW ROSE VITAMIN RS 20,40,768.00,27.60,3.59,AMMAN ENTERPRISE
1758,6700,NATARAJ SCALE -10RS,40,432.00,128.00,29.63,STAR STATIONERIES
1759,12165,JATHI PATHRI 10G,40,1770.00,729.10,41.19,BAJAR ITEM
1760,32224,AMBIKA APPALAM 70GM,40,1980.00,440.00,22.22,T.J.MARKETING
1761,38941,MIRROR TOP,40,1360.00,640.00,47.06,IMAYAM CRAFT WORKS
1762,64361,OREO CHOCO CREME-20RS,40,768.00,40.80,5.31,SAKTHI AGENCIES MT
1763,8564,KPL SUDHI-500GMS,40,10387.00,748.05,7.20,SRI ANNAPOORANI AGENCIES
1764,63905,SUN RING GLASS MED,40,1568.00,448.00,28.57,SUNSHINE STEELS
1765,65828,ROYAL 105 WB ROUND CAP,40,7920.00,2319.60,29.29,ROYAL MARKETING
1766,28213,EB TAPE,40,560.00,210.72,37.63,MAYUR STATIONERS
1767,10455,CHEMBA PUTTUPODI 500G,40,2880.00,480.00,16.67,T.J.MARKETING
1768,54317,MANI MARK KAMARKATTU-40RS,40,1536.00,357.40,23.27,P.R.ENTERPRISES
1769,29728,PONDS DREAMFLOWER POWDER-50GMS,39,2433.60,175.11,7.20,AMMAN ENTERPRISE
1770,11579,CAMELSKETCH PENS 12 SHADES,39,1053.00,233.00,22.13,VIJAY ENTERPRISES
1771,66082,BINGO ORIGINAL KOREAN CHIPS RS-10,39,374.40,39.00,10.42,NANDHINI TRADE
1772,7437,STAYFREE SEC NIGHTS-6NOS,39,1872.00,131.04,7.00,N.K.AHAMMED
1773,255,KARTHIKA HERBAL POWDER BOX,39,2433.60,93.60,3.85,KAVITHA ENTERPEISES
1774,39701,UNIBIC BISCOTT /30,39,1310.40,286.65,21.88,MADDY DISTRIBUTORS
1775,7937,KRISHNA RAGI PUTTU PODI-500GMS,39,2889.90,608.62,21.06,KRISHNA BHAVAN FOODS AND SWEETS
1776,58524,PARLE-G BISCUIT-100RS,39,3744.00,375.96,10.04,A SQUARE MARKETING
1777,53763,MEIBAO 25MM LOCK,39,1138.00,337.36,29.64,BAJAR ITEM
1778,32161,UNO CARDS NUM 1 FOR FAM FUN,39,2629.00,1119.00,42.56,BISMI SCHOOL NEEDS
1779,57115,CLASSMATE  NOTE BOOK RS.20,39,702.00,178.57,25.44,GR ENTERPRISESS
1780,39202,SAI BHAJAN SMALL RS.15-20PCS,39,558.30,170.66,30.57,T.P.ANNAPOORANI ENTERPRISES
1781,61993,LUX CLEAR GLOW,39,1578.24,113.49,7.19,AMMAN ENTERPRISE
1782,53033,DUST PAN BIG,39,2109.70,677.10,32.09,ROYAL MARKETING
1783,26658,DIPI ID CARD HOLDER PS 38,39,1379.75,486.63,35.27,STAR STATIONERIES
1784,42927,STAYFREE SECURE XL EXTRA LARGE,39,5054.40,353.34,6.99,N.K.AHAMMED
1785,49492,LIFEBUOY CARE 24G,39,374.40,28.08,7.50,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
1786,8563,KPL SUDHI COCONUT OIL-1000MLT,39,18131.00,1393.44,7.69,SRI ANNAPOORANI AGENCIES
1787,17329,MAGNET CLOTH CLIP,39,3190.00,1066.25,33.42,KARTHEESWARI TRADING CO
1788,20831,FOX'S CRYSTAL CLEAR FRUITS,39,2925.00,882.50,30.17,MAHADEV CHOC&COSETIC
1789,64817,MAGGI HOT & SWEET NEW,39,818.22,70.59,8.63,SRI JAYALAKSHMI ENTERPRISE
1790,12179,JAWA PRIYA THINAI-500KGS,39,3159.00,1014.00,32.10,JAWA PRIYA FOOD PRODUCTS
1791,1883,DABUR RED PASTE  SAVER PACK-300GMS,39,8251.20,2957.64,35.84,VINAYAGA&CO
1792,3003,EVEREST KASURI METHI-25GMS,39,1123.20,140.01,12.47,D.K.ENTERPRISES
1793,10481,DOUBLE HORSE ROASTER VERMICELL,39,1198.08,189.58,15.82,SPL MARKETING
1794,38500,PASUNARK  GROUNDNUT OIL 500ML,39,4295.00,583.85,13.59,MM ENTERPRISES
1795,15692,TAP/8,39,312.00,78.00,25.00,MURUGAN STORES
1796,31758,ANS KOVILPATTI SEASAME CANCY,39,2808.00,858.00,30.56,BAJAR ITEM
1797,58303,DEOFRESH PERFUME BAG FRESH LIME-10GRS,39,2106.00,818.61,38.87,SRI VINAYAGA ENTERPRISES
1798,24313,FOOD STUDIO BLACK GRAPES-250GMS,39,5811.00,2371.20,40.81,JHONSON MASALA
1799,26440,GO WALNUTS BLACK,39,15361.00,3326.95,21.66,RANUJA ENTERPRISES
1800,49401,MAGGI NOODLES MANJURIAN 62G,39,926.40,31.74,3.43,SRI JAYALAKSHMI ENTERPRISE
1801,953,AACHI MIXED FRUIT JAM -100GMS,39,936.00,154.05,16.46,AV CUBE LOGISTIC
1802,21777,SAKTHI MIXED MASALA KULAMBU CHILLI POWDER-50GMS,39,703.80,265.05,37.66,SUNSEENU MARKETING
1803,34070,A6 CHEQUE ZIPPER KG-H53,39,624.00,238.98,38.30,MAYUR STATIONERS
1804,9315,GOKUL PANEER-500MLT,39,3032.64,415.14,13.69,T.P.ANNAPOORANI ENTERPRISES
1805,44641,ARIEL FRONTLOAD 2L VALUE PACK,39,13915.52,1347.44,9.68,BHAWAR SALES CORPORATION
1806,66766,MULTI LOOP MAT,39,6435.00,2145.00,33.33,ROYAL MARKETING
1807,65373,MINUTE MAID APPLE-10RS,39,374.40,72.15,19.27,AKS GENERAL STORES
1808,2281,HIMALAYA ACTIV FRESH GEL-80GMS,39,2391.36,324.36,13.56,KAVITHA ENTERPEISES
1809,20049,WOOD SCALE,39,552.00,214.24,38.81,MAYUR STATIONERS
1810,65853,IMAGICA MINI PENCIL BOX,39,1131.00,341.64,30.21,RAJ PLASTICS
1811,46007,ORGANIC PINK SALT 1KG,39,5655.00,1560.00,27.59,SRI SAKTHI AGENCIES
1812,13887,NATARAJ  PEN 5PC SET,39,702.00,245.11,34.92,KAMAL ENTERPRISE
1813,14483,ANIL VERMICELLI 500G,39,2808.00,634.92,22.61,MM ENTERPRISES
1814,66513,POOJA THIRI MRP.12,39,390.00,160.29,41.10,BALAMURUGAN TRADERS
1815,27658,POPIT,39,2652.00,1287.00,48.53,BISMI SCHOOL NEEDS
1816,183,HIT RAT KILLER -25GMS,39,936.00,84.63,9.04,IRAIVI ENTERPRISES
1817,16221,KISSAN MIXED FRUIT-500GMS,39,7488.00,331.89,4.43,AMMAN ENTERPRISE
1818,64865,EVEREADY AA1005,39,596.70,182.52,30.59,SRI MAHALAKSHMI TRADERS
1819,66338,KITCHEN TOWEL 2IN1,38,3724.00,836.38,22.46,SRI PRIYA MARKETING
1820,25984,COMB RS 35,38,1330.00,592.10,44.52,MEENAAKSHI ENTERPRISES
1821,12833,LEMON SALT 100G,38,988.00,349.60,35.38,BAJAR ITEM
1822,66649,FAB JAM IN CREAM BISCUIT BLACKCURRANT JAM-50GMS,38,364.80,42.56,11.67,A SQUARE MARKETING
1823,6749,MY SORE AGARBATHIES-15RS,38,547.20,72.58,13.26,SAANVIHA ENTERPRISES
1824,32121,GLITTER BOTTLE NEW MODLE SMALL SIZE,38,358.00,136.90,38.24,MAYUR STATIONERS
1825,49561,SRI KANDA VILAS VIBUTHI 100GM,38,988.00,381.14,38.58,T.P.ANNAPOORANI ENTERPRISES
1826,12903,MILKY MIST BUTTER UNSALTED-200GMS,38,5586.00,489.32,8.76,CHENNIMALAI AGENCIES
1827,7472,BINDU APPALAM BIG-100GMS,38,2736.00,850.89,31.10,SELVAVINAYAGAM AGENCY
1828,12901,MILKY MIST BUTTER UN SALTED-500GMS,38,13300.00,1152.64,8.67,CHENNIMALAI AGENCIES
1829,16281,BATHING SPONGE,38,1116.00,507.56,45.48,SMILE INDIA
1830,62163,COVER KNIFE,38,1140.00,380.00,33.33,ROYAL MARKETING
1831,65817,MIRINDA-750MLT,38,1482.00,294.50,19.87,ESWARI ENTERPRISES
1832,29939,BALOON PUMP PLASTICK,38,1732.00,743.00,42.90,KRISHNA NOVELTY
1833,58961,BLACK SALT (MG) -100GMS,38,380.00,180.50,47.50,BAJAR ITEM
1834,7242,MS AGARBATHIES-125GMS,38,2006.40,383.14,19.10,SAANVIHA ENTERPRISES
1835,35747,LUXOR FINE WRITTEN PEN,38,513.00,247.00,48.15,STAR STATIONERIES
1836,63858,NENDRAM BANANA CHIPS,38,2047.35,547.83,26.76,NILA ENTERPRISES
1837,24263,MODERN HI FIBRE BROWN,38,1672.00,152.00,9.09,G.V. AGENCY
1838,50477,TAP CONNECTER,38,570.00,207.72,36.44,P.R.T.&CO
1839,13125,KRISHNA MILLET FLOUR-200GMS,38,2057.70,433.20,21.05,KRISHNA BHAVAN FOODS AND SWEETS
1840,9683,OLYMPIC SHOWER,38,953.00,392.50,41.19,PARAMESHWARAN
1841,48724,DARLING KULAMBU CHILLI POWDER (1+1),38,1368.00,456.00,33.33,DARLING SPICES&FOODS
1842,56236,SKC RIBBON PAKODA,38,3101.69,806.32,26.00,NILA ENTERPRISES
1843,8421,AACHI BADAM DRINK MIX-100GMS,38,3249.00,513.28,15.80,AV CUBE LOGISTIC
1844,3635,KALLOGG'S CORN FLAKES-100GMS,38,2188.80,232.39,10.62,R.D.S.AGENCY
1845,8600,TOP RAMEN CHICKEN-70GMS,38,750.72,82.24,10.95,SRI ANNAPOORANI AGENCIES
1846,8956,PLASTOBAG GARBAGE BAGS SMALL,38,1862.00,760.00,40.82,BEST MARKETING
1847,6480,WEIKFIELD PASTA-200GMS,38,2553.60,318.44,12.47,KARTHIK AGENCY
1848,32274,CHART BLACK,38,570.00,315.40,55.33,STAR STATIONERIES
1849,32127,DESIGN RULER NEW MODEL SCALE TYPE,38,782.00,343.76,43.96,BISMI SCHOOL NEEDS
1850,5644,HAIR BAND-5RS,38,190.00,94.40,49.68,GAYATHRI JEWELLERS
1851,63861,MANI MARK  MASALA PEANUT-70GMS,38,2371.20,518.70,21.88,P.R.ENTERPRISES
1852,38279,FLAIR WOODY PEN-10RS,38,342.00,57.00,16.67,A.S AGENCIES
1853,58642,PEPSODENT-10RS,38,364.80,48.87,13.40,AMMAN ENTERPRISE
1854,5643,HAIR CLIP -30RS,38,1140.00,462.00,40.53,BAJAR ITEM
1855,4238,SOAP BOX -40RS,38,1510.00,257.56,17.06,KRISHNA NOVELTY
1856,40421,PENTEL ENTERGEL,38,1368.00,304.00,22.22,SRI KAMATCHI ENTERPRISES
1857,54018,ODONIL AIR FRESH-240GMS,38,8025.60,3142.60,39.16,VINAYAGA&CO
1858,50228,KOMAL GLASS NO.1,38,1228.46,316.88,25.79,SUNSHINE STEELS
1859,6878,AJAY COMPLETE BRUSH-20RS,38,684.00,190.00,27.78,VIJAY ENTERPRISES
1860,66360,PERK/20,38,729.60,51.30,7.03,SAKTHI AGENCIES MT
1861,34383,TPRG SAMBRANI,38,729.60,299.06,40.99,DANUSH AGENCIES
1862,64596,COMFORT MORNING FRESH 2LIT,38,15705.00,2090.95,13.31,AMMAN ENTERPRISE
1863,55380,TATA SAMPANN TOOR DAL 500G,37,4028.78,1341.50,33.30,SRI VIGNESHWAR AGENCIES
1864,40049,PRAKASH BHIM 1000MUG,37,999.00,331.15,33.15,RATAN PLASTICS
1865,28094,SWEET AMLA 100G,37,1443.00,588.30,40.77,KAY TEA ENTERPRISES
1866,12561,SPILT CASHEW 500G,37,21830.00,4347.50,19.92,BAJAR ITEM
1867,64282,SOFY ANTI BACTERIA-70RS,37,2331.00,506.28,21.72,SP ENTERPRISES
1868,13501,AACHI RASAM POWDER100G,37,2530.80,828.80,32.75,AV CUBE LOGISTIC
1869,22636,YARA NATURAL FOODS ROCK SALT-1KGS,37,3374.40,664.15,19.68,RIYAS KALANJIYAM
1870,40836,EYETEX DAZLLER EYELINER/40,37,1776.00,291.68,16.42,ISAI TRADERS
1871,65313,FLAIR GLASS GEL BLUE,37,333.00,55.50,16.67,A.S AGENCIES
1872,2340,HIMALAYA CUCUMBER & COCONUT SOAP-125GMS,37,2273.28,377.03,16.59,KAVITHA ENTERPEISES
1873,2363,HIMALAYA HONEY & CREAM SOAP-125GMS,37,2273.28,377.03,16.59,KAVITHA ENTERPEISES
1874,34290,HAIR CLIP-18RS PAIR,37,666.00,293.04,44.00,KUNDAN FANCY STORE
1875,12193,SPLIT GREEN MOONG DAL 500G,37,2923.00,875.38,29.95,BAJAR ITEM
1876,61698,ALEXA BASKET 111,37,962.00,333.37,34.65,KARTHEESWARI TRADING CO
1877,12728,MADHURAM SWEET BANANA CHIPS,37,3800.64,600.51,15.80,S.V.S.AGENCY
1878,48022,MADHURAM SLICED CAKE VANILA,37,2308.80,364.82,15.80,S.V.S.AGENCY
1879,12736,MADHURAM ANDHRA MURUKKU,37,1953.60,308.58,15.80,S.V.S.AGENCY
1880,6565,GODREJ AER SPRAY COOL BLUE-149RS,37,3515.00,462.39,13.15,IRAIVI ENTERPRISES
1881,15152,PASUMARK GROUNDNUT OIL-500MLT,37,4625.00,545.75,11.80,MM ENTERPRISES
1882,3935,AMUL SLICES-100GMS,37,3124.00,184.27,5.90,SAAGA TRADERS
1883,66078,MOMS MAGIC CASHW&ALMOND RS-50,37,1776.00,141.38,7.96,NANDHINI TRADE
1884,51727,AERO CAR FRAGRANCE/99 ROSE,37,3516.48,317.46,9.03,IRAIVI ENTERPRISES
1885,11136,SINK BRUSH SMALL,37,922.00,313.12,33.96,SMILE INDIA
1886,37711,ACT 2  BARBEQUE-15RS,37,540.20,44.77,8.29,SRISAA ENTERPRISE
1887,8537,CONCORD VERMICILLI-190GMS,37,2131.20,281.20,13.19,SRI ANNAPOORANI AGENCIES
1888,23855,METRO HAIR CLIP,37,555.00,259.00,46.67,GAYATHRI JEWELLERS
1889,63341,EVEREADY AA BATTERY 915,37,432.90,155.40,35.90,SRI MAHALAKSHMI TRADERS
1890,189,MARGO (4+1)-500GMS,37,6393.60,843.60,13.19,KAVITHA ENTERPEISES
1891,48438,SILCED CAKE PINEAPPLE CONTAINS EGG,37,2308.80,364.82,15.80,S.V.S.AGENCY
1892,2480,NARASUS UDHAYAM-100GRS,37,3409.55,489.23,14.35,SRI NARASUS COFFEE PVT LTD
1893,50515,CADBURY DAIRY MILK FAMILY PACK,37,4617.60,322.64,6.99,SAKTHI AGENCIES MT
1894,13684,AACHI CHILLI CHICKEN MASALA-50GMS,37,1065.60,270.10,25.35,AV CUBE LOGISTIC
1895,43397,BARARI TUNISIAN DATES 500G,37,11840.00,3293.00,27.81,RANUJA ENTERPRISES
1896,44253,CAMLIN PERMANENT MARKER-20PCS,37,666.00,148.37,22.28,VIJAY ENTERPRISES
1897,14005,MODERN MULTIGRAIN CHAPATHI-400GMS,37,2553.00,333.00,13.04,G.V. AGENCY
1898,1991,LION HONEY COMBO -250GMS,37,5683.20,753.57,13.26,KESHAR AGENCY
1899,5655,BATHING SPONGY,37,1382.00,594.56,43.02,SMILE INDIA
1900,12505,BINDU PAPAD-200GMS,37,4995.00,1554.00,31.11,SELVAVINAYAGAM AGENCY
1901,9556,AADARSH SINK JALI NO;2,37,2183.00,729.24,33.41,P.R.T.&CO
1902,65244,BRITANNIA TREAT VAN/10-51GMS,37,355.20,40.33,11.35,R.K.MARKETING
1903,46631,SCOTCH BRITE 6PADS SILVER SPARKS,37,4329.00,745.55,17.22,INDRA AGENCIES
1904,7274,TOYS-220RS,37,8140.00,3639.20,44.71,BAJAR ITEM
1905,34861,KRISHNA CHIA SEEDS 100GM,37,2301.84,386.71,16.80,KRISHNA BHAVAN FOODS AND SWEETS
1906,49559,SAVORIT ELBOW PASTA 500G,37,1998.00,481.37,24.09,J.S.AGECIES
1907,56603,COCON JELLY-118GMS,36,1404.00,504.36,35.92,MAHADEV CHOC&COSETIC
1908,51307,COLGATE ST RS.10,36,345.60,31.03,8.98,SCOOTSY LOGISTICS PRIVATE LIMITED
1909,33443,ODONIL  AIR FRESH-288GMS,36,10713.60,2583.91,24.12,VINAYAGA&CO
1910,47897,TIGER PACHAI KARPOORAM /50,36,1620.00,468.00,28.89,TIGER FOOD INGREDIENTS PVT LTD
1911,7108,DOVE BAR SET-3PCS,36,5529.60,302.76,5.48,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
1912,3841,VVD GOLD COCONUT OIL-500MLT,36,7603.20,709.20,9.33,KAVITHA ENTERPEISES
1913,21559,NYLONE ROPE 2012,36,1944.00,864.00,44.44,SMILE INDIA
1914,53020,OM SHANTHI SINDHOOR 35G,36,432.00,42.00,9.72,ARCHANA TRADING
1915,939,AACHI HEALTH MIX 1 + 1-500GMS,36,9987.84,1707.84,17.10,AV CUBE LOGISTIC
1916,19152,MODERN SANDWICH SUPREME,36,2474.00,188.95,7.64,G.V. AGENCY
1917,13271,WOOD STICK 1,36,1620.00,684.00,42.22,SMILE INDIA
1918,64814,SWEET KARAM MADRAS CURRY LEAVES,36,1819.88,480.10,26.38,NILA ENTERPRISES
1919,38372,NAVIN CUP SAMBRANI RS 72,36,2488.32,395.22,15.88,ARCHANA TRADING
1920,8005,KRISHNA CORN FLOUR-100GMS,36,1209.00,276.60,22.88,KRISHNA BHAVAN FOODS AND SWEETS
1921,48741,DAR GARAM MASALA 50GM,36,1101.60,367.20,33.33,DARLING SPICES&FOODS
1922,46244,VICKS VAPORUB NEW /99-25MLT,36,3767.04,586.97,15.58,BHAWAR SALES CORPORATION
1923,1673,MTR GULAB JAMUN ONE+ONE,36,5011.20,2733.72,54.55,T.J.MARKETING
1924,65334,ACT 11 GOLDEN SIZZE /20,36,702.00,59.40,8.46,SRISAA ENTERPRISE
1925,62589,TOOTH BRUSH /10,36,360.00,105.12,29.20,SARAVANA STORE
1926,64397,PARLE MONACO-80RS,36,2568.00,735.74,28.65,A SQUARE MARKETING
1927,15252,GIFT RIBBON/2,36,78.00,14.72,18.87,BISMI SCHOOL NEEDS
1928,27597,MADHURAM RED PAKKAVADA-150GMS,36,1900.80,300.25,15.80,S.V.S.AGENCY
1929,58268,SURF EXCEL TL NEW-1KLR,36,7771.20,650.48,8.37,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
1930,56233,SKC MADRAS MIXTURE,36,2912.34,773.54,26.56,NILA ENTERPRISES
1931,28973,PRAKASH MUG BHIMI 1500 PRINT,36,1368.00,465.48,34.03,RATAN PLASTICS
1932,51344,3PCS SET WATER BOTTLE,36,13268.00,3817.64,28.77,ROYAL MARKETING
1933,63418,COMFORT GARDEN FRESH 210ML,36,2073.60,173.52,8.37,AMMAN AGENCIES
1934,35651,MAGIC BOLD BIG,36,3635.00,1535.00,42.23,SMILE INDIA
1935,20454,PILLOW COVER RS 39,36,1404.00,552.42,39.35,BAJAR ITEM
1936,1672,UNIBIC MILK COOKIES -60GMS,36,345.60,72.36,20.94,MADDY DISTRIBUTORS
1937,45618,LIFEBOY HAND WASH,36,3421.44,181.44,5.30,AMMAN ENTERPRISE
1938,50550,DUNE BASKET SMALL,36,1368.00,450.36,32.92,KARTHEESWARI TRADING CO
1939,64820,MAGGI HOT,36,518.40,35.28,6.81,SRI JAYALAKSHMI ENTERPRISE
1940,4272,PAPER PLATE NO.7,36,1224.00,504.00,41.18,BEST MARKETING
1941,25028,HARPIC FLUSH MATIC LAVENDER,36,6220.80,565.77,9.09,CHENNIMALAIAPPA ENTERPRISE
1942,60771,MAGGI CREAMY COCONUT MILK POWDER,36,1152.36,62.64,5.44,SRI JAYALAKSHMI ENTERPRISE
1943,32033,ELITE DREAMS CAKE,36,1728.00,378.00,21.88,ALANA TRADERS
1944,65464,PANASONIC TINY LED NIGHT LAMP,36,1764.00,720.00,40.82,BAJAR ITEM
1945,23696,AER POWER POCKET,36,7257.60,1143.84,15.76,IRAIVI ENTERPRISES
1946,30839,ELITE DREAMS CUP CAKE,36,1728.00,378.00,21.88,ALANA TRADERS
1947,10209,KPN COMPLETE CARE 150 GMS,36,3467.52,469.56,13.54,S.V.S.AGENCY
1948,23223,PULSAR 1500 MUG,36,1008.00,321.84,31.93,RATAN PLASTICS
1949,65000,PEPSODENT GUMCARE-65RS,36,2380.80,130.04,5.46,AMMAN ENTERPRISE
1950,67123,DARK FANTASY CHOCO FILLS RS 20,36,691.20,70.20,10.16,NANDHINI TRADE
1951,66768,EXPORT RIB MAT,36,3924.00,1296.00,33.03,ROYAL MARKETING
1952,33727,STICKER RS.25,36,828.00,343.92,41.54,BISMI SCHOOL NEEDS
1953,38206,GINGER GARLIC PASTE RS25,36,864.00,144.00,16.67,AV CUBE LOGISTIC
1954,65818,MOUNTAIN DEW-750MLT,35,1365.00,271.25,19.87,AKS GENERAL STORES
1955,17551,AROMIN SIZE NO-0,35,391.00,143.29,36.65,NEW DEV TRADERS
1956,32775,RED LABEL 100G NC,35,2218.00,163.48,7.37,AMMAN ENTERPRISE
1957,2197,HIMALAYA NEEM FACE WASH-100MLT,35,6269.68,1103.38,17.60,KAVITHA ENTERPEISES
1958,47626,GREEN PLANTER PLATE  NO.4,35,595.00,214.20,36.00,KARTHEESWARI TRADING CO
1959,63756,FLAIR WAX CRAYONS/10,35,315.00,38.15,12.11,A.S AGENCIES
1960,13474,MADHURAM WHITE PEANUT-150GMS,35,2352.00,371.70,15.80,S.V.S.AGENCY
1961,10482,DOUBLE HORSE ROASTED VERMICELLI 400G,35,2083.20,255.24,12.25,T.J.MARKETING
1962,12544,MADHURAM BOMBAY MIXTURE,35,1848.00,291.90,15.80,S.V.S.AGENCY
1963,4239,MVM CORN FLOUR -500GMS,35,1330.00,401.10,30.16,SRI RAM TRADERS
1964,4877,WEIKFIELD COCOA POWDER -50GMS,35,3182.40,396.76,12.47,KARTHIK AGENCY
1965,66969,SUN POTOTO CHILLY CHIPS,35,2016.00,353.78,17.55,S.V.S.AGENCY
1966,66459,DIKU MP STAND,35,980.00,329.35,33.61,KARTHEESWARI TRADING CO
1967,6196,ENO FRUIT SALT-5GMS,35,365.76,48.17,13.17,NAVARATHAN ENTERPRISE
1968,7520,AACHI GINGER GARLIC PASTE-10RS,35,336.00,91.00,27.08,AV CUBE LOGISTIC
1969,38176,SUMANGALI SET/ RS 10,35,245.00,210.00,85.71,BAJAR ITEM
1970,29761,PONDS MAGIC ACACIA HONEY POWDER-50GMS,35,2587.20,202.30,7.82,AMMAN ENTERPRISE
1971,8026,KRISHNA SEASONING VADAGAM (THALLIPU)-100GMS,35,2227.75,703.02,31.56,KRISHNA BHAVAN FOODS AND SWEETS
1972,21558,NYLONE ROPE 2005,35,1015.00,455.00,44.83,SMILE INDIA
1973,17614,ROCKET KNIFE -6,35,2484.00,832.00,33.49,PARAMESHWARAN
1974,2225,COLGATE SUPER FLEXI CHARCOAL,35,787.50,148.92,18.91,SCOOTSY LOGISTICS PRIVATE LIMITED
1975,46630,XO HAUSER GERMANY PEN,35,315.00,73.50,23.33,STAR STATIONERIES
1976,64656,TIDE DOUBLE POWER LM-500GMS,35,2520.00,162.75,6.46,BHAWAR SALES CORPORATION
1977,65996,TIDE BLUE BAR /RS 10,35,336.00,14.70,4.37,BHAWAR SALES CORPORATION
1978,50229,KOMAL GLASS NO.2,35,1312.00,417.12,31.79,SUNSHINE STEELS
1979,2437,HARIMA CORN FLOUR -100GMS,35,1176.00,196.00,16.67,PRAVEENA AGENCIES
1980,64557,TEKSON 52MM CHAMPION,35,4725.00,1589.00,33.63,BAJAR ITEM
1981,3567,VOLVA FLOOR WIPER,35,2065.00,693.00,33.56,SMILE INDIA
1982,30638,SUGANDHA SWARNA INCENSE STICKS-110GMS,35,4200.00,1149.75,27.38,T.P.ANNAPOORANI ENTERPRISES
1983,35322,CAMLIN WHITEBOARD MARKER BL-28RS,35,882.00,195.75,22.19,VIJAY ENTERPRISES
1984,276,NATURE POWER BEAUTY SOAP (LAVENDER) -125GMS,35,1527.75,95.20,6.23,GAYATHRI TRADERS
1985,1909,WEIKFIELD PASTA SAUCE CHEESY CREAMY MIX -30GMS,35,1176.00,146.65,12.47,KARTHIK AGENCY
1986,8801,CLSMT TWO LINE172PG-24X18CM,35,1890.00,483.35,25.57,GR ENTERPRISESS
1987,28130,PRAKASH BHIM 1500MUG,35,1190.00,382.55,32.15,RATAN PLASTICS
1988,28189,CAMLIN HIGHLIGHTER,35,787.50,174.65,22.18,VIJAY ENTERPRISES
1989,32153,GAME SCALE NEW MODEL 2,35,720.44,310.44,43.09,BISMI SCHOOL NEEDS
1990,46315,I 30 CLOTH CLIP,35,3325.00,1137.50,34.21,KARTHEESWARI TRADING CO
1991,55856,SCOTCH BRITE SUPER STRONG.,35,1330.00,199.71,15.02,INDRA AGENCIES
1992,49158,PRABHA PAYAL PLATE,35,1904.10,584.68,30.71,SUNSHINE STEELS
1993,1602,TOP RAMEN NOODLES-140GMS,35,1008.00,109.55,10.87,SRI ANNAPOORANI AGENCIES
1994,53657,EVEREADY MULTIPLUG LED,35,5197.50,1687.00,32.46,SRI MAHALAKSHMI TRADERS
1995,25591,PAPER PLATE NO.12,35,3220.00,1295.00,40.22,BEST MARKETING
1996,54444,CAMEL CREATIVE KIT/49,35,1543.50,343.35,22.24,VIJAY ENTERPRISES
1997,64941,BRU INSTANT UVARVANA MANAM-100GMS,35,10185.00,372.05,3.65,"AMMAN ENTERPRISES C\O,OM ENTERPRISE"
